"Fiscal Year Ended","Taxing Jurisdiction","Amount Distributed","Jurisdiction Sort Order"
"2015","Schenectady City School District Consumer Utilities","$2,455,496","117"
"2015","Troy City School District Consumer Utilities","$1,547,837","118"
"2015","Utica City School District Consumer Utilities","$2,053,671","119"
"2015","Watertown City School District Consumer Utilities","$1,253,731","120"
"2015","Watervliet City School District Consumer Utilities","$380,992","121"
"2015","White Plains City School District Consumer Utilities","$3,975,509","122"
"2015","New York City Convention Center Development Corporation Hotel Occupancy","$45,521,939","123"
"2015","City of Lockport Admissions, Club Dues, Food, Drink, Amusements and Utilities Services","$2,593,807","124"
"2015","City of Long Beach Hotel Occupancy and Restaurant Meals","$1,958,993","125"
"2015","Metropolitan Transportation Authority Aid Trust Account Passenger Car Rental","$45,047,632","126"
"2015","City of Niagara Falls Admissions, Club Dues, Food, Drink, Amusements, Hotel Occupancy, Utilities Services","$7,010,944","127"
"2014","New York State Sales and Use Tax","$11,857,005,283","1"
"2014","New York City Sales and Use Tax","$6,393,579,447","2"
"2014","Municipal Assistance Corporation Sales and Use Tax","$0","3"
"2014","Metropolitan Commuter Transportation District Sales and Use Tax","$811,113,353","4"
"2014","Albany County Sales and Use Tax","$239,080,716","5"
"2014","Allegany County Sales and Use Tax","$19,395,602","6"
"2014","Broome County Sales and Use Tax","$120,796,729","7"
"2014","Cattaraugus County Sales and Use Tax","$34,910,797","8"
"2014","Cayuga County Sales and Use Tax","$33,269,683","9"
"2014","Chautauqua County Sales and Use Tax","$52,438,320","10"
"2014","Chemung County Sales and Use Tax","$55,417,386","11"
"2014","Chenango County Sales and Use Tax","$20,346,075","12"
"2014","Clinton County Sales and Use Tax","$52,877,408","13"
"2014","Columbia County Sales and Use Tax","$33,559,582","14"
"2014","Cortland County Sales and Use Tax","$27,322,470","15"
"2014","Delaware County Sales and Use Tax","$20,489,736","16"
"2014","Dutchess County Sales and Use Tax","$164,522,428","17"
"2014","Erie County Sales and Use Tax","$706,543,661","18"
"2014","Essex County Sales and Use Tax","$26,213,216","19"
"2014","Franklin County Sales and Use Tax","$20,747,917","20"
"2014","Fulton County Sales and Use Tax","$18,504,938","21"
"2014","Genesee County Sales and Use Tax","$37,783,121","22"
"2014","Greene County Sales and Use Tax","$28,455,940","23"
"2014","Hamilton County Sales and Use Tax","$2,853,763","24"
"2014","Herkimer County Sales and Use Tax","$29,270,482","25"
"2014","Jefferson County Sales and Use Tax","$70,864,407","26"
"2014","Lewis County Sales and Use Tax","$10,525,171","27"
"2014","Livingston County Sales and Use Tax","$29,979,570","28"
"2014","Madison County Sales and Use Tax","$25,058,919","29"
"2014","Monroe County Sales and Use Tax","$442,160,870","30"
"2014","Montgomery County Sales and Use Tax","$28,135,380","31"
"2014","Nassau County Sales and Use Tax","$1,148,461,315","32"
"2014","Niagara County Sales and Use Tax","$116,143,044","33"
"2014","Oneida County Sales and Use Tax","$130,797,582","34"
"2014","Onondaga County Sales and Use Tax","$325,397,004","35"
"2014","Ontario County Sales and Use Tax","$76,301,436","36"
"2014","Orange County Sales and Use Tax","$259,313,427","37"
"2014","Orleans County Sales and Use Tax","$14,678,548","38"
"2014","Oswego County Sales and Use Tax","$40,657,543","39"
"2014","Otsego County Sales and Use Tax","$34,450,834","40"
"2014","Putnam County Sales and Use Tax","$53,125,373","41"
"2014","Rensselaer County Sales and Use Tax","$76,184,199","42"
"2014","Rockland County Sales and Use Tax","$184,942,325","43"
"2014","St. Lawrence County Sales and Use Tax","$45,263,296","44"
"2014","Saratoga County Sales and Use Tax","$106,977,991","45"
"2014","Schenectady County Sales and Use Tax","$89,784,718","46"
"2014","Schoharie County Sales and Use Tax","$14,167,276","47"
"2014","Schuyler County Sales and Use Tax","$9,448,783","48"
"2014","Seneca County Sales and Use Tax","$23,250,104","49"
"2014","Steuben County Sales and Use Tax","$44,466,509","50"
"2014","Suffolk County Sales and Use Tax","$1,282,099,875","51"
"2014","Sullivan County Sales and Use Tax","$33,634,897","52"
"2014","Tioga County Sales and Use Tax","$19,105,499","53"
"2014","Tompkins County Sales and Use Tax","$46,725,980","54"
"2014","Ulster County Sales and Use Tax","$99,034,123","55"
"2014","Warren County Sales and Use Tax","$48,713,464","56"
"2014","Washington County Sales and Use Tax","$19,468,033","57"
"2014","Wayne County Sales and Use Tax","$40,336,664","58"
"2014","Westchester County Sales and Use Tax","$489,451,508","59"
"2014","Wyoming County Sales and Use Tax","$16,682,181","60"
"2014","Yates County Sales and Use Tax","$10,568,815","61"
"2014","City of Amsterdam Sales and Use Tax","$28","62"
"2014","City of Auburn Sales and Use Tax","$8,179,686","63"
"2014","City of Batavia Sales and Use Tax","$373","64"
"2014","City of Canandaigua Sales and Use Tax","$3,775","65"
"2014","City of Corning Sales and Use Tax","$2,504,354","66"
"2014","City of Cortland Sales and Use Tax","$0","67"
"2014","City of Elmira Sales and Use Tax","$54","68"
"2014","City of Fulton Sales and Use Tax","$0","69"
"2014","City of Geneva Sales and Use Tax","$3,993","70"
"2014","City of Glen Cove Sales and Use Tax","$0","71"
"2014","City of Glens Falls Sales and Use Tax","$2,656,339","72"
"2014","City of Gloversville Sales and Use Tax","$2,769,538","73"
"2014","City of Hornell Sales and Use Tax","$2,444,655","74"
"2014","City of Ithaca Sales and Use Tax","$10,211,223","75"
"2014","City of Johnstown Sales and Use Tax","$3,476,410","76"
"2014","City of Mechanicville Sales and Use Tax","$0","77"
"2014","City of Mount Vernon Sales and Use Tax","$18,462,604","78"
"2014","City of New Rochelle Sales and Use Tax","$26,079,429","79"
"2014","City of Norwich Sales and Use Tax","$1,552,972","80"
"2014","City of Ogdensburg Sales and Use Tax","$36","81"
"2014","City of Olean Sales and Use Tax","$4,134,041","82"
"2014","City of Oneida Sales and Use Tax","$4,304,346","83"
"2014","City of Oswego Sales and Use Tax","$12,670,359","84"
"2014","City of Plattsburgh Sales and Use Tax","$0","85"
"2014","City of Rome Sales and Use Tax","$6,710,853","86"
"2014","City of Salamanca Sales and Use Tax","$582,314","87"
"2014","City of Saratoga Springs Sales and Use Tax","$10,649,253","88"
"2014","City of Schenectady Sales and Use Tax","$0","89"
"2014","City of Sherrill Sales and Use Tax","$913","90"
"2014","City of Troy Sales and Use Tax","$0","91"
"2014","City of Utica Sales and Use Tax","$9,605,284","92"
"2014","City of White Plains Sales and Use Tax","$50,821,143","93"
"2014","City of Yonkers Sales and Use Tax","$42,170,018","94"
"2014","City of Yonkers Special Sales and Use Tax","$28,113,318","95"
"2014","City of Newburgh Consumer Utilities","$928,997","96"
"2014","City of Port Jervis Consumer Utilities","$231,067","97"
"2014","Albany City School District Consumer Utilities","$4,192,698","98"
"2014","Batavia City School District Consumer Utilities","$680,311","99"
"2014","Cohoes City School District Consumer Utilities","$667,230","100"
"2014","Glen Cove City School District Consumer Utilities","$1,318,836","101"
"2014","Gloversville City School District Consumer Utilities","$593,195","102"
"2014","Hornell City School District Consumer Utilities","$292,622","103"
"2014","Hudson City School District Consumer Utilities","$483,832","104"
"2014","Johnstown City School District Consumer Utilities","$448,794","105"
"2014","Lackawanna City School District Consumer Utilities","$527,269","106"
"2014","Long Beach City School District Consumer Utilities","$1,540,141","107"
"2014","Middletown City School District Consumer Utilities","$1,252,775","108"
"2014","Mt. Vernon City School District Consumer Utilities","$2,432,187","109"
"2014","New Rochelle City School District Consumer Utilities","$3,430,578","110"
"2014","Newburgh City School District Consumer Utilities","$1,818,485","111"
"2014","Niagara Falls City School District Consumer Utilities","$1,946,559","112"
"2014","Ogdensburg City School District Consumer Utilities","$422,403","113"
"2014","Peekskill City School District Consumer Utilities","$796,888","114"
"2014","Rensselaer City School District Consumer Utilities","$369,460","115"
"2014","Schenectady City School District Consumer Utilities","$2,206,761","116"
"2014","Troy City School District Consumer Utilities","$1,453,655","117"
"2014","Utica City School District Consumer Utilities","$1,931,732","118"
"2014","Watertown City School District Consumer Utilities","$1,171,611","119"
"2014","Watervliet City School District Consumer Utilities","$339,141","120"
"2014","White Plains City School District Consumer Utilities","$3,733,517","121"
"2014","New York City Convention Center Development Corporation Hotel Occupancy","$41,845,045","122"
"2014","City of Lockport Admissions, Club Dues, Food, Drink, Amusements and Utilities Services","$2,218,326","123"
"2014","City of Long Beach Hotel Occupancy and Restaurant Meals","$1,351,079","124"
"2014","Metropolitan Transportation Authority Aid Trust Account Passenger Car Rental","$44,151,125","125"
"2014","City of Niagara Falls Admissions, Club Dues, Food, Drink, Amusements, Hotel Occupancy, Utilities Services","$6,856,464","126"
"2013","New York State Sales and Use Tax","$11,346,313,952","1"
"2013","New York City Sales and Use Tax","$6,026,404,672","2"
"2013","Municipal Assistance Corporation Sales and Use Tax","$0","3"
"2013","Metropolitan Commuter Transportation District Sales and Use Tax","$757,405,243","4"
"2013","Albany County Sales and Use Tax","$241,604,485","5"
"2013","Allegany County Sales and Use Tax","$18,798,769","6"
"2013","Broome County Sales and Use Tax","$128,756,449","7"
"2013","Cattaraugus County Sales and Use Tax","$33,757,960","8"
"2013","Cayuga County Sales and Use Tax","$33,194,681","9"
"2013","Chautauqua County Sales and Use Tax","$53,343,809","10"
"2013","Chemung County Sales and Use Tax","$59,522,727","11"
"2013","Chenango County Sales and Use Tax","$20,324,401","12"
"2013","Clinton County Sales and Use Tax","$54,845,236","13"
"2013","Columbia County Sales and Use Tax","$33,577,519","14"
"2013","Cortland County Sales and Use Tax","$27,239,893","15"
"2013","Delaware County Sales and Use Tax","$20,166,307","16"
"2013","Dutchess County Sales and Use Tax","$165,888,087","17"
"2013","Erie County Sales and Use Tax","$699,012,733","18"
"2013","Essex County Sales and Use Tax","$24,162,287","19"
"2013","Franklin County Sales and Use Tax","$20,582,020","20"
"2013","Fulton County Sales and Use Tax","$18,160,778","21"
"2013","Genesee County Sales and Use Tax","$36,977,405","22"
"2013","Greene County Sales and Use Tax","$27,283,457","23"
"2013","Hamilton County Sales and Use Tax","$2,543,861","24"
"2013","Herkimer County Sales and Use Tax","$28,793,491","25"
"2013","Jefferson County Sales and Use Tax","$73,392,731","26"
"2013","Lewis County Sales and Use Tax","$10,115,254","27"
"2013","Livingston County Sales and Use Tax","$30,286,591","28"
"2013","Madison County Sales and Use Tax","$24,045,821","29"
"2013","Monroe County Sales and Use Tax","$444,489,935","30"
"2013","Montgomery County Sales and Use Tax","$27,558,048","31"
"2013","Nassau County Sales and Use Tax","$1,079,481,313","32"
"2013","Niagara County Sales and Use Tax","$113,912,901","33"
"2013","Oneida County Sales and Use Tax","$130,243,803","34"
"2013","Onondaga County Sales and Use Tax","$322,570,300","35"
"2013","Ontario County Sales and Use Tax","$76,804,802","36"
"2013","Orange County Sales and Use Tax","$255,854,263","37"
"2013","Orleans County Sales and Use Tax","$15,003,816","38"
"2013","Oswego County Sales and Use Tax","$42,096,176","39"
"2013","Otsego County Sales and Use Tax","$34,629,125","40"
"2013","Putnam County Sales and Use Tax","$51,802,272","41"
"2013","Rensselaer County Sales and Use Tax","$76,485,614","42"
"2013","Rockland County Sales and Use Tax","$175,301,755","43"
"2013","St. Lawrence County Sales and Use Tax","$42,019,686","44"
"2013","Saratoga County Sales and Use Tax","$106,147,080","45"
"2013","Schenectady County Sales and Use Tax","$92,060,547","46"
"2013","Schoharie County Sales and Use Tax","$15,004,449","47"
"2013","Schuyler County Sales and Use Tax","$9,772,718","48"
"2013","Seneca County Sales and Use Tax","$22,684,578","49"
"2013","Steuben County Sales and Use Tax","$46,512,052","50"
"2013","Suffolk County Sales and Use Tax","$1,208,502,982","51"
"2013","Sullivan County Sales and Use Tax","$34,122,809","52"
"2013","Tioga County Sales and Use Tax","$20,334,083","53"
"2013","Tompkins County Sales and Use Tax","$46,790,912","54"
"2013","Ulster County Sales and Use Tax","$104,118,659","55"
"2013","Warren County Sales and Use Tax","$47,835,127","56"
"2013","Washington County Sales and Use Tax","$18,199,910","57"
"2013","Wayne County Sales and Use Tax","$39,094,038","58"
"2013","Westchester County Sales and Use Tax","$463,514,402","59"
"2013","Wyoming County Sales and Use Tax","$17,148,067","60"
"2013","Yates County Sales and Use Tax","$10,306,637","61"
"2013","City of Amsterdam Sales and Use Tax","$465","62"
"2013","City of Auburn Sales and Use Tax","$8,076,013","63"
"2013","City of Batavia Sales and Use Tax","$506","64"
"2013","City of Canandaigua Sales and Use Tax","$12,424","65"
"2013","City of Corning Sales and Use Tax","$2,701,258","66"
"2013","City of Cortland Sales and Use Tax","$0","67"
"2013","City of Elmira Sales and Use Tax","$511","68"
"2013","City of Fulton Sales and Use Tax","$0","69"
"2013","City of Geneva Sales and Use Tax","$8,162","70"
"2013","City of Glen Cove Sales and Use Tax","$0","71"
"2013","City of Glens Falls Sales and Use Tax","$2,669,375","72"
"2013","City of Gloversville Sales and Use Tax","$2,344,115","73"
"2013","City of Hornell Sales and Use Tax","$2,553,385","74"
"2013","City of Ithaca Sales and Use Tax","$10,193,743","75"
"2013","City of Johnstown Sales and Use Tax","$3,323,773","76"
"2013","City of Mechanicville Sales and Use Tax","$0","77"
"2013","City of Mount Vernon Sales and Use Tax","$0","78"
"2013","City of New Rochelle Sales and Use Tax","$25,707,598","79"
"2013","City of Norwich Sales and Use Tax","$1,405,566","80"
"2013","City of Ogdensburg Sales and Use Tax","$34","81"
"2013","City of Olean Sales and Use Tax","$4,249,507","82"
"2013","City of Oneida Sales and Use Tax","$4,012,199","83"
